Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,Profit
01/04/16,0,0,0.152,0.017,False,False,False,True,1.2551330309441390513426615453,1.2551330309441390513426615453,0.0000000000000000000000000000,0.0000000000000000000000000000
01/12/16,0.010,0,0.168,0.029,False,False,False,False,1.2178881086910130744040028572,1.2146472009846248813021757153,-0.0032409077063881931018271419,-0.0404858299595141700404858300
01/13/16,0.016,0.07,0.026,0.007,False,True,False,True,1.2058655786424795651844745693,1.2057423597031588233918571082,-0.0001232189393207417926174611,-0.0526315789473684210526315790
01/21/16,0.016,0.08,0.026,0.007,False,True,False,True,1.2456281176737493354410025550,1.2579184544484296894379315621,0.0122903367746803539969290071,-0.0005787031414182967991745862
01/22/16,0.010,0,0.168,0.029,False,False,False,False,1.2381310236707701594242457722,1.2198454289076351549621811922,-0.0182855947631350044620645800,-0.0263613919075324772779959490
01/27/16,0,0,0.152,0.017,False,False,False,True,1.2652544884340175938527830028,1.2684953961404057869546101447,0.0032409077063881931018271419,0.0040029805621031502523684235
02/22/16,0.011,0,0.168,0.029,False,False,False,False,1.3254332782992223075468551558,1.2470390556043346028646025962,-0.0783942226948877046822525596,-0.0142124522675798407358119831
03/02/16,0,0.01,0.153,0.017,False,False,False,True,1.3001388357274549885888299094,1.2998835220579115986718867949,-0.0002553136695433899169431145,-0.0397622085088905496107803440
03/03/16,0.032,0.04,0.041,0.016,False,True,True,True,1.3060922351784205761476779382,1.2916741054369985570535601998,-0.0144181297414220190941177384,-0.0482269387993469811460500536
03/04/16,0.010,0,0.168,0.029,False,False,False,False,1.3237227315253573960063665150,1.3243646604275900113636247821,0.0006419289022326153572582671,-0.0299545135501775459301032097
03/07/16,0.011,0,0.168,0.029,False,False,False,False,1.3537757376267738741209885913,1.3664943311831845987437488931,0.0127185935564107246227603018,0.0128170861076496568072791684
04/19/16,0,0.01,0.153,0.017,False,False,False,True,1.4167112392685302281102800638,1.4166238963686459836207472798,-0.0000873428998842444895327840,0.0756652448495217663070378569
04/20/16,0,0.01,0.178,0.017,False,False,False,True,1.4367334414494255885671573811,1.4715701734378092249754838256,0.0348367319883836364083264445,0.1305241790188007631722416187
04/21/16,0,0.01,0.153,0.017,False,False,False,True,1.4335450950679032688626311610,1.3987083630795196324543047165,-0.0348367319883836364083264445,0.0924991006488948070593889541
04/22/16,0.008,0.01,0.191,0.016,False,False,False,True,1.4004021484450786403617728857,1.4125845802673884683478306462,0.0121824318223098279860577605,0.0715385858483800065445884393
04/25/16,0.008,0.02,0.191,0.016,False,False,False,True,1.4650572828417857721846164729,1.4820662470583297959858098657,0.0170089642165440238011933928,0.1532026844616311621686254193
05/20/16,0.010,0,0.175,0.029,False,True,True,True,1.5711283601860402269770684197,1.5668106173724937041611353267,-0.0043177428135465228159330930,0.2549560189923390941451442731
05/23/16,0.008,0.02,0.191,0.016,False,False,False,True,1.6109823965135979986396629341,1.5171553466927868536637250914,-0.0938270498208111449759378427,0.2009830054990857208318009448
05/25/16,0.008,0.01,0.191,0.016,False,False,False,True,1.6452532299248903957614445206,1.6545406787221869556948776580,0.0092874487972965599334331374,0.2445412877076746778870156687
