Date,StopLoss,StopProfit,StartProfit,OpenCriteria,FollowTrend,NotUseClosePrice,OnlyUseClosePrice,CloseAmbiguousStateToday,Result,PreviousResult,Delta,Profit
01/03/17,0.002,0.03,0.112,0.019,True,True,True,False,1.1011034934155152369061347352,1.1011034934155152369061347352,0.0000000000000000000000000000,0.0000000000000000000000000000
01/10/17,0.012,0.04,0.100,0.004,False,True,True,True,1.0920812833627198605425735801,1.0891197570577151085089594731,-0.0029615263050047520336141070,-0.0119837363578001283971752621
01/12/17,0.002,0.03,0.112,0.019,True,True,True,False,1.1033504439826027609806050969,1.0763806576986896397894157475,-0.0269697862839131211911893494,-0.0276843620218303491503330947
02/24/17,0.011,0.02,0.105,0.004,False,True,False,True,1.1010532188808490370857295023,1.0991598220926579889090390299,-0.0018933967881910481766904724,-0.0318749839117751212218991617
06/29/17,0.008,0.01,0.103,0.004,False,True,True,True,1.2626263050726359453916024835,1.2489447435099903792060355962,-0.0136815615626455661855668873,0.1160165407173662208984069322
07/04/17,0.011,0.02,0.105,0.004,False,True,False,True,1.2689171087907340043787525915,1.2408723031571892358554142224,-0.0280448056335447685233383691,0.0942625388019195113622186711
07/14/17,0.008,0.01,0.103,0.004,False,True,True,True,1.2605740407409900293976224588,1.2508289289138341174298768221,-0.0097451118271559119677456367,0.0761743589250196244133429017
07/27/17,0.008,0.10,0.106,0.004,False,True,True,True,1.3151556333513986883597696890,1.3140458588359563864503554180,-0.0011097745154423019094142710,0.1296461770199859814660758609
08/01/17,0.008,0.01,0.103,0.004,False,True,True,True,1.3167858948482990076302213734,1.3109845541561460411349427789,-0.0058013406921529664952785945,0.1254750978247333342412489508
08/03/17,0.008,0.10,0.106,0.004,False,True,True,True,1.3195159374590101483866185863,1.2877792409684395006506594545,-0.0317366964905706477359591318,0.0964684439448738272616870319
08/24/17,0.008,0.11,0.106,0.004,False,True,True,True,1.4536267682792278215658386497,1.4174011048970839067673070284,-0.0362256633821439147985316213,0.1943536113829475856423754740
08/30/17,0.008,0.10,0.106,0.004,False,True,True,True,1.4237625379765054674089570998,1.4230177059159146220608912035,-0.0007448320605908453480658963,0.1637445490196343861374280278
09/08/17,0.008,0.11,0.106,0.004,False,True,True,True,1.4129605202032111891077741418,1.4103419805867346675999155174,-0.0026185396164765215078586244,0.1503239916298635863283864454
09/11/17,0.008,0.10,0.106,0.004,False,True,True,True,1.4268189453563823640768802870,1.4011421872144248344798262723,-0.0256767581419575295970540147,0.1385056586410772317004385759
09/12/17,0.008,0.01,0.103,0.004,False,True,True,True,1.4176672428759011752686934813,1.4173880510474392746459859781,-0.0002791918284619006227075032,0.1290747643321341422695442670
09/22/17,0.027,0,0.135,0.026,True,False,False,False,1.4412791073344375950168597879,1.4165269837941474130531279412,-0.0247521235402901819637318467,0.1279345052503803800539787269
09/27/17,0.008,0.01,0.103,0.004,False,True,True,True,1.4406293947531311137953267198,1.4291522416627958039720836685,-0.0114771530903353098232430513,0.1158076395787385890092026075
09/28/17,0.027,0,0.135,0.026,True,False,False,False,1.4443885600707560029770587929,1.4272369269544256285334416428,-0.0171516331163303744436171501,0.1024151717800331037473175305
09/29/17,0.013,0.01,0.134,0.016,True,False,False,False,1.4456789174356157671726670066,1.4310179133045868487482030715,-0.0146610041310289184244639351,0.0890445250138639495184618091
11/15/17,0.012,0.03,0.093,0.001,True,False,False,True,1.5856158509535704390854025554,1.5705021144901723787393683981,-0.0151137364633980603460341573,0.2138677220684205610851632006
12/22/17,0.013,0.03,0.093,0.001,True,False,False,True,1.5641648353122525155674359794,1.5462734483089880309331579321,-0.0178913870032644846342780473,0.1745253194238381529329185773
12/26/17,0.012,0.03,0.093,0.001,True,False,False,True,1.5434599601348653735621825184,1.5371455638165051885302115248,-0.0063143963183601850319709936,0.1475060479280908258956941227
12/28/17,0.013,0.01,0.134,0.016,True,False,False,False,1.5498808869499546108880970215,1.5389788136167566243781827491,-0.0109020733331979865099142724,0.1430249014099820767116943534
01/29/18,0.015,0.01,0.085,0.024,True,True,True,False,1.6269037444023830186240975296,1.6204773107454518052642183375,-0.0064264336569312133598791921,0.2136213252054792710878156694
07/07/18,0.015,0.01,0.085,0.024,True,True,True,False,1.7771032831564800763205244033,1.7771032831564800763205244033,0,0.3638208639595763287842425431
